S.No,AppTag,LOB,AuthReq,ImmediateTxf,ClarfierQuestion,NextAction,Onboarding Eligible
601,eligibility_homeowners-vague,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
602,eligibility_homeowners-vague,FARM_PL_FAS,N,N,NA,FAS_POLICY_COLLECTION,Y
603,eligibility_homeowners-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
604,eligibility_homeowners-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
605,eligibility_homeowners-vague,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
606,eligibility_homeowners-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
607,eligibility_homeowners-vague,21V,Y,N,NA,TRANSFER,Y
608,eligibility_homeowners-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
609,eligibility_homeowners-vague,21SV,Y,N,NA,TRANSFER,Y
610,eligibility_homeowners-vague,21SM,Y,N,NA,TRANSFER,Y
611,eligibility_homeowners-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
612,eligibility-vague,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
613,eligibility-vague,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
614,eligibility-vague,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
615,eligibility-vague,FARM_PL_FAS,N,N,NA,FAS_POLICY_MAINMENU,Y
616,eligibility-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
617,eligibility-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
618,eligibility-vague,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
619,eligibility-vague,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
620,eligibility-vague,21V,Y,N,NA,TRANSFER,Y
621,eligibility-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
622,eligibility-vague,21SV,Y,N,NA,TRANSFER,Y
623,eligibility-vague,21SM,Y,N,NA,TRANSFER,Y
624,eligibility-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
625,endorsement-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
626,endorsement-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
627,endorsement-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
628,endorsement-query,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
629,endorsement-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
630,endorsement-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
631,endorsement-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
632,endorsement-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
633,endorsement-query,21V,Y,N,NA,TRANSFER,Y
634,endorsement-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
635,endorsement-query,21SV,Y,N,NA,TRANSFER,Y
636,endorsement-query,21SM,Y,N,NA,TRANSFER,Y
637,endorsement-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
638,epolicy-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
639,epolicy-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
640,epolicy-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
641,epolicy-query,FARM_PL_FAS,N,N,NA,FAS_PL_MAINMENU,Y
642,epolicy-query,SHARED_MM_FARMERSERVICE,Y,N,NA,WEBSITE_HELP,Y
643,epolicy-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,WEBSITE_HELP,Y
644,epolicy-query,FARMER_VANITY_VANITY,Y,N,NA,WEBSITE_HELP,Y
645,epolicy-query,SHARED_MM_HOMEOWNER,Y,N,NA,WEBSITE_HELP,Y
646,epolicy-query,21V,Y,N,NA,TRANSFER,Y
647,epolicy-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
648,epolicy-query,21SV,Y,N,NA,TRANSFER,Y
649,epolicy-query,21SM,Y,N,NA,TRANSFER,Y
650,epolicy-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
651,extension-vague,SHARED_MM_BW,Y,N,NA,SHARED_MAIN_MENU_REP,Y
652,extension-vague,BW_PROD_BW,N,N,NA,BW_PROD_MM_EXTENSION,Y
653,extension-vague,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
654,extension-vague,FARM_PL_FAS,N,N,NA,FAS_CALL_INIT_REP,Y
655,extension-vague,SHARED_MM_FARMERSERVICE,Y,N,NA,SHARED_MAIN_MENU_REP,Y
656,extension-vague,FARMER_SALES_FARMER_TRAINING,Y,N,NA,SHARED_MAIN_MENU_REP,Y
657,extension-vague,FARMER_VANITY_VANITY,Y,N,NA,SHARED_MAIN_MENU_REP,Y
658,extension-vague,SHARED_MM_HOMEOWNER,Y,N,NA,SHARED_MAIN_MENU_REP,Y
659,extension-vague,21V,Y,N,NA,21ST_SALES_EXTENSION,Y
660,extension-vague,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,21ST_SALES_EXTENSION,Y
661,extension-vague,21SV,Y,N,NA,21ST_SALES_EXTENSION,Y
662,extension-vague,21SM,Y,N,NA,21ST_SALES_EXTENSION,Y
663,extension-vague,SHARED_MAIN_MENU_FWS,Y,N,NA,SHARED_MAIN_MENU_REP,Y
664,foremoststar-query,SHARED_MM_BW,Y,N,NA,FOREMOST_STAR,Y
665,foremoststar-query,BW_PROD_BW,N,N,NA,FOREMOST_STAR,Y
666,foremoststar-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FOREMOST_STAR,Y
667,foremoststar-query,FARM_PL_FAS,N,N,NA,FOREMOST_STAR,Y
668,foremoststar-query,SHARED_MM_FARMERSERVICE,Y,N,NA,FOREMOST_STAR,Y
669,foremoststar-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,FOREMOST_STAR,Y
670,foremoststar-query,FARMER_VANITY_VANITY,Y,N,NA,FOREMOST_STAR,Y
671,foremoststar-query,SHARED_MM_HOMEOWNER,Y,N,NA,FOREMOST_STAR,Y
672,foremoststar-query,21V,Y,N,NA,FOREMOST_STAR,Y
673,foremoststar-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,FOREMOST_STAR,Y
674,foremoststar-query,21SV,Y,N,NA,FOREMOST_STAR,Y
675,foremoststar-query,21SM,Y,N,NA,FOREMOST_STAR,Y
676,foremoststar-query,SHARED_MAIN_MENU_FWS,Y,N,NA,FOREMOST_STAR,Y
677,forms-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
678,forms-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
679,forms-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
680,forms-query,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
681,forms-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
682,forms-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
683,forms-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
684,forms-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
685,forms-query,21V,Y,N,NA,TRANSFER,Y
686,forms-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
687,forms-query,21SV,Y,N,NA,TRANSFER,Y
688,forms-query,21SM,Y,N,NA,TRANSFER,Y
689,forms-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
690,inspection-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
691,inspection-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
692,inspection-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
693,inspection-query,FARM_PL_FAS,N,N,NA,FAS_POLICY_HOME_INSPECTION,Y
694,inspection-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
695,inspection-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
696,inspection-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
697,inspection-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
698,inspection-query,21V,Y,N,NA,TRANSFER,Y
699,inspection-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
700,inspection-query,21SV,Y,N,NA,TRANSFER,Y
701,inspection-query,21SM,Y,N,NA,TRANSFER,Y
702,inspection-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
703,insurance_card-query,SHARED_MM_BW,Y,N,NA,SHARED_MAIN_MENU_CARD,Y
704,insurance_card-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
705,insurance_card-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
706,insurance_card-query,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
707,insurance_card-query,SHARED_MM_FARMERSERVICE,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
708,insurance_card-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
709,insurance_card-query,FARMER_VANITY_VANITY,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
710,insurance_card-query,SHARED_MM_HOMEOWNER,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
711,insurance_card-query,21V,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
712,insurance_card-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
713,insurance_card-query,21SV,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
714,insurance_card-query,21SM,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
715,insurance_card-query,SHARED_MAIN_MENU_FWS,Y,N,NA,SHARED_MAIN_MENU_CARD ,Y
716,lienholder-change,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
717,lienholder-change,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
718,lienholder-change,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_LIENHOLDER,Y
719,lienholder-change,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
720,lienholder-change,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
721,lienholder-change,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
722,lienholder-change,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
723,lienholder-change,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
724,lienholder-change,21V,Y,N,NA,TRANSFER,Y
725,lienholder-change,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
726,lienholder-change,21SV,Y,N,NA,TRANSFER,Y
727,lienholder-change,21SM,Y,N,NA,TRANSFER,Y
728,lienholder-change,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
729,lienholder-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
730,lienholder-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
731,lienholder-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
732,lienholder-query,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
733,lienholder-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
734,lienholder-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
735,lienholder-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
736,lienholder-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
737,lienholder-query,21V,Y,N,NA,TRANSFER,Y
738,lienholder-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
739,lienholder-query,21SV,Y,N,NA,TRANSFER,Y
740,lienholder-query,21SM,Y,N,NA,TRANSFER,Y
741,lienholder-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
742,loss-query,SHARED_MM_BW,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
743,loss-query,BW_PROD_BW,N,N,SNLUXXPAXX332XYwav,BW_POLICY_COLLECTION,Y
744,loss-query,FOREMOST_AGENT_FOREMOST,N,N,SNLUXXPAXX332XYwav,FMST_AGENT_POLICY_SERVICE,Y
745,loss-query,FARM_PL_FAS,N,N,SNLUXXPAXX332XYwav,FASMM_PL_MN,Y
746,loss-query,SHARED_MM_FARMERSERVICE,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
747,loss-query,FARMER_SALES_FARMER_TRAINING,Y,N,SNLUXXPAXX332XYwav,POLICY_CHANGE,Y
748,loss-query,FARMER_VANITY_VANITY,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
749,loss-query,SHARED_MM_HOMEOWNER,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
750,loss-query,21V,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
751,loss-query,21_VANITY_FF_AUTO_SERVICE,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
752,loss-query,21SV,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
753,loss-query,21SM,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
754,loss-query,SHARED_MAIN_MENU_FWS,Y,N,SNLUXXPAXX332XYwav,TRANSFER,Y
755,mailing_list-unsubscribe,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
756,mailing_list-unsubscribe,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
757,mailing_list-unsubscribe,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
758,mailing_list-unsubscribe,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
759,mailing_list-unsubscribe,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
760,mailing_list-unsubscribe,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
761,mailing_list-unsubscribe,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
762,mailing_list-unsubscribe,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
763,mailing_list-unsubscribe,21V,Y,N,NA,TRANSFER,Y
764,mailing_list-unsubscribe,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
765,mailing_list-unsubscribe,21SV,Y,N,NA,TRANSFER,Y
766,mailing_list-unsubscribe,21SM,Y,N,NA,TRANSFER,Y
767,mailing_list-unsubscribe,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
768,mileage-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
769,mileage-query,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
770,mileage-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
771,mileage-query,FARM_PL_FAS,N,N,NA,FAS_POLICY_AUTO,Y
772,mileage-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
773,mileage-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
774,mileage-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
775,mileage-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
776,mileage-query,21V,Y,N,NA,POLICY_CHANGE,Y
777,mileage-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
778,mileage-query,21SV,Y,N,NA,POLICY_CHANGE,Y
779,mileage-query,21SM,Y,N,NA,TRANSFER,Y
780,mileage-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
781,name-change,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
782,name-change,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
783,name-change,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
784,name-change,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
785,name-change,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
786,name-change,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
787,name-change,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
788,name-change,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
789,name-change,21V,Y,N,NA,POLICY_CHANGE,Y
790,name-change,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
791,name-change,21SV,Y,N,NA,POLICY_CHANGE,Y
792,name-change,21SM,Y,N,NA,TRANSFER,Y
793,name-change,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
794,none-none,SHARED_MM_BW,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
795,none-none,BW_PROD_BW,N,N,SNLUXXPAXX333XYwav,BW_POLICY_COLLECTION,Y
796,none-none,FOREMOST_AGENT_FOREMOST,N,N,SNLUXXPAXX333XYwav,FMST_AGENT_MM,Y
797,none-none,FARM_PL_FAS,N,N,SNLUXXPAXX333XYwav,FAS_CALL_INIT_REP,Y
798,none-none,SHARED_MM_FARMERSERVICE,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
799,none-none,FARMER_SALES_FARMER_TRAINING,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
800,none-none,FARMER_VANITY_VANITY,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
801,none-none,SHARED_MM_HOMEOWNER,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
802,none-none,21_VANITY_FF_AUTO_SERVICE,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
803,none-none,21SV,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
804,none-none,21SM,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
805,none-none,SHARED_MAIN_MENU_FWS,N,N,SNLUXXPAXX333XYwav,SHARED_MAIN_MENU,Y
806,online-get_help,SHARED_MM_BW,Y,N,NA,WEBSITE_HELP,Y
807,online-get_help,BW_PROD_BW,N,N,NA,TECH_SUP,Y
808,online-get_help,FOREMOST_AGENT_FOREMOST,N,N,NA,FOREMOST_STAR,Y
809,online-get_help,FARM_PL_FAS,N,N,NA,FAS_ADD_DEPT,Y
810,online-get_help,SHARED_MM_FARMERSERVICE,Y,N,NA,WEBSITE_HELP,Y
811,online-get_help,FARMER_SALES_FARMER_TRAINING,Y,N,NA,WEBSITE_HELP,Y
812,online-get_help,FARMER_VANITY_VANITY,Y,N,NA,WEBSITE_HELP,Y
813,online-get_help,SHARED_MM_HOMEOWNER,Y,N,NA,WEBSITE_HELP,Y
814,online-get_help,21V,Y,N,NA,WEBSITE_HELP,Y
815,online-get_help,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,WEBSITE_HELP,Y
816,online-get_help,21SV,Y,N,NA,WEBSITE_HELP,Y
817,online-get_help,21SM,Y,N,NA,WEBSITE_HELP,Y
818,online-get_help,SHARED_MAIN_MENU_FWS,Y,N,NA,WEBSITE_HELP,Y
819,other-query,SHARED_MM_BW,Y,N,SNLUXXPAXX334XYwav,SHARED_MAIN_MENU,Y
820,other-query,BW_PROD_BW,N,N,SNLUXXPAXX334XYwav,BW_PROD_MAIN_MENU,Y
821,other-query,FOREMOST_AGENT_FOREMOST,N,N,SNLUXXPAXX334XYwav,FMST_AGENT_MM,Y
822,other-query,FARM_PL_FAS,N,N,SNLUXXPAXX334XYwav,FAS_POLICY_COLLECTION,Y
823,other-query,SHARED_MM_FARMERSERVICE,Y,N,SNLUXXPAXX334XYwav,SHARED_MAIN_MENU,Y
824,other-query,FARMER_SALES_FARMER_TRAINING,Y,N,SNLUXXPAXX334XYwav,FARMER_VAN,Y
825,other-query,FARMER_VANITY_VANITY,Y,N,SNLUXXPAXX334XYwav,FARMER_VAN,Y
826,other-query,SHARED_MM_HOMEOWNER,Y,N,SNLUXXPAXX334XYwav,FARMER_VAN,Y
827,other-query,21V,Y,N,SNLUXXPAXX334XYwav,SHARED_MAIN_MENU,Y
828,other-query,21_VANITY_FF_AUTO_SERVICE,Y,N,SNLUXXPAXX334XYwav,SHARED_MAIN_MENU,Y
829,other-query,21SV,Y,N,SNLUXXPAXX334XYwav,SHARED_MAIN_MENU,Y
830,other-query,21SM,Y,N,SNLUXXPAXX334XYwav,SHARED_MAIN_MENU,Y
831,other-query,SHARED_MAIN_MENU_FWS,Y,N,SNLUXXPAXX334XYwav,SHARED_MAIN_MENU,Y
832,outbound-contact,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
833,outbound-contact,BW_PROD_BW,N,N,NA,BW_POLICY_COLLECTION,Y
834,outbound-contact,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_AGENT_POLICY_SERVICE,Y
835,outbound-contact,FARM_PL_FAS,N,N,NA,FASMM_PL_MN,Y
836,outbound-contact,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
837,outbound-contact,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
838,outbound-contact,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
839,outbound-contact,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
840,outbound-contact,21V,Y,N,NA,POLICY_CHANGE,Y
841,outbound-contact,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
842,outbound-contact,21SV,Y,N,NA,POLICY_CHANGE,Y
843,outbound-contact,21SM,Y,N,NA,TRANSFER,Y
844,outbound-contact,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
845,password-reset,SHARED_MM_BW,Y,N,NA,TECH_SUP,Y
846,password-reset,BW_PROD_BW,N,N,NA,TECH_SUP,Y
847,password-reset,FOREMOST_AGENT_FOREMOST,N,N,NA,FOREMOST_STAR,Y
848,password-reset,FARM_PL_FAS,N,N,NA,FAS_ADD_DEPT,Y
849,password-reset,SHARED_MM_FARMERSERVICE,Y,N,NA,WEBSITE_HELP,Y
850,password-reset,FARMER_SALES_FARMER_TRAINING,Y,N,NA,WEBSITE_HELP,Y
851,password-reset,FARMER_VANITY_VANITY,Y,N,NA,WEBSITE_HELP,Y
852,password-reset,SHARED_MM_HOMEOWNER,Y,N,NA,WEBSITE_HELP,Y
853,password-reset,21V,Y,N,NA,WEBSITE_HELP,Y
854,password-reset,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,WEBSITE_HELP,Y
855,password-reset,21SV,Y,N,NA,WEBSITE_HELP,Y
856,password-reset,21SM,Y,N,NA,WEBSITE_HELP,Y
857,password-reset,SHARED_MAIN_MENU_FWS,Y,N,NA,WEBSITE_HELP,Y
858,payment_arrangements-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
859,payment_arrangements-query,BW_PROD_BW,N,N,NA,OTHER_BILLING,Y
860,payment_arrangements-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
861,payment_arrangements-query,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
862,payment_arrangements-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
863,payment_arrangements-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
864,payment_arrangements-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
865,payment_arrangements-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
866,payment_arrangements-query,21V,Y,N,NA,POLICY_CHANGE,Y
867,payment_arrangements-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
868,payment_arrangements-query,21SV,Y,N,NA,POLICY_CHANGE,Y
869,payment_arrangements-query,21SM,Y,N,NA,TRANSFER,Y
870,payment_arrangements-query,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
871,payment_date-change,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
872,payment_date-change,BW_PROD_BW,N,N,NA,OTHER_BILLING,Y
873,payment_date-change,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
874,payment_date-change,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
875,payment_date-change,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
876,payment_date-change,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
877,payment_date-change,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
878,payment_date-change,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
879,payment_date-change,21V,Y,N,NA,POLICY_CHANGE,Y
880,payment_date-change,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
881,payment_date-change,21SV,Y,N,NA,POLICY_CHANGE,Y
882,payment_date-change,21SM,Y,N,NA,TRANSFER,Y
883,payment_date-change,SHARED_MAIN_MENU_FWS,Y,N,NA,TRANSFER,Y
884,payment_due_date-query,SHARED_MM_BW,Y,N,NA,BILLING_PAYMENT,Y
885,payment_due_date-query,BW_PROD_BW,N,N,NA,OTHER_BILLING,Y
886,payment_due_date-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
887,payment_due_date-query,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
888,payment_due_date-query,SHARED_MM_FARMERSERVICE,Y,N,NA,BILLING_PAYMENT,Y
889,payment_due_date-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,BILLING_PAYMENT,Y
890,payment_due_date-query,FARMER_VANITY_VANITY,Y,N,NA,BILLING_PAYMENT,Y
891,payment_due_date-query,SHARED_MM_HOMEOWNER,Y,N,NA,BILLING_PAYMENT,Y
892,payment_due_date-query,21V,Y,N,NA,BILLING_PAYMENT,Y
893,payment_due_date-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,BILLING_PAYMENT,Y
894,payment_due_date-query,21SV,Y,N,NA,BILLING_PAYMENT,Y
895,payment_due_date-query,21SM,Y,N,NA,BILLING_PAYMENT,Y
896,payment_due_date-query,SHARED_MAIN_MENU_FWS,Y,N,NA,BILLING_PAYMENT,Y
897,payment_info-query,SHARED_MM_BW,Y,N,NA,TRANSFER,Y
898,payment_info-query,BW_PROD_BW,N,N,NA,OTHER_BILLING,Y
899,payment_info-query,FOREMOST_AGENT_FOREMOST,N,N,NA,FMST_BILLING,Y
900,payment_info-query,FARM_PL_FAS,N,N,NA,FAS_POLICY_BILLING,Y
901,payment_info-query,SHARED_MM_FARMERSERVICE,Y,N,NA,TRANSFER,Y
902,payment_info-query,FARMER_SALES_FARMER_TRAINING,Y,N,NA,POLICY_CHANGE,Y
903,payment_info-query,FARMER_VANITY_VANITY,Y,N,NA,TRANSFER,Y
904,payment_info-query,SHARED_MM_HOMEOWNER,Y,N,NA,POLICY_CHANGE,Y
905,payment_info-query,21V,Y,N,NA,BILLING_PAYMENT,Y
906,payment_info-query,21_VANITY_FF_AUTO_SERVICE,Y,N,NA,TRANSFER,Y
